frames,parents,incoming,override,round,candidate,ns_block
128,0,1,false,4,1,18.601433333333333
128,0,1,false,5,1,18.517333333333333
128,0,1,false,5,0,145.63606666666666
128,0,1,false,6,0,156.88936666666666
128,0,1,false,6,1,26.55913333333333
128,0,1,false,7,1,18.897566666666666
128,0,1,false,7,0,149.03686666666667
128,0,1,true,0,0,23.9829
128,0,1,true,0,1,24.265
128,0,1,true,1,1,24.277366666666666
128,0,1,true,1,0,24.3568
128,0,1,true,2,0,25.598666666666666
128,0,1,true,2,1,23.9385
128,0,1,true,3,1,23.9749
128,0,1,true,3,0,24.1465
128,0,1,true,4,0,24.636233333333333
128,0,1,true,4,1,24.1762
128,0,1,true,5,1,24.697966666666666
128,0,1,true,5,0,23.889766666666667
128,0,1,true,6,0,24.534066666666668
128,0,1,true,6,1,24.180866666666667
128,0,1,true,7,1,23.7806
128,0,1,true,7,0,26.739066666666666
128,0,4,false,0,0,596.1347
128,0,4,false,0,1,71.4573
128,0,4,false,1,1,70.91946666666666
128,0,4,false,1,0,589.6923333333333
128,0,4,false,2,0,597.5592
128,0,4,false,2,1,70.97756666666666
128,0,4,false,3,1,70.93216666666666
128,0,4,false,3,0,609.9663
128,0,4,false,4,0,601.6086666666666
128,0,4,false,4,1,72.48053333333333
128,0,4,false,5,1,71.18523333333333
128,0,4,false,5,0,597.2397333333333
128,0,4,false,6,0,620.8844666666666
128,0,4,false,6,1,75.18426666666667
128,0,4,false,7,1,72.586
128,0,4,false,7,0,596.2966333333334
128,0,4,true,0,0,501.68403333333333
128,0,4,true,0,1,76.38506666666666
128,0,4,true,1,1,74.93556666666667
128,0,4,true,1,0,498.2341666666667
128,0,4,true,2,0,530.5900333333333
128,0,4,true,2,1,79.97883333333333
128,0,4,true,3,1,77.56586666666666
128,0,4,true,3,0,499.62823333333336
128,0,4,true,4,0,514.9113666666667
128,0,4,true,4,1,75.43466666666667
128,0,4,true,5,1,74.33233333333334
128,0,4,true,5,0,510.6556
128,0,4,true,6,0,500.5987
128,0,4,true,6,1,75.2173
128,0,4,true,7,1,74.7329
128,0,4,true,7,0,502.7803333333333
128,1,1,false,0,0,230.4502
128,1,1,false,0,1,60.147866666666665
128,1,1,false,1,1,60.54516666666667
128,1,1,false,1,0,222.90746666666666
128,1,1,false,2,0,218.14826666666667
128,1,1,false,2,1,60.0858
128,1,1,false,3,1,60.444
128,1,1,false,3,0,217.09436666666667
128,1,1,false,4,0,233.61196666666666
128,1,1,false,4,1,60.95543333333333
128,1,1,false,5,1,60.1886
128,1,1,false,5,0,218.86303333333333
128,1,1,false,6,0,235.0852
128,1,1,false,6,1,83.02813333333333
128,1,1,false,7,1,62.79756666666667
128,1,1,false,7,0,227.0674
128,1,1,true,0,0,329.16866666666664
128,1,1,true,0,1,77.79786666666666
128,1,1,true,1,1,70.94483333333334
128,1,1,true,1,0,302.3939
128,1,1,true,2,0,299.37166666666667
128,1,1,true,2,1,67.98603333333334
128,1,1,true,3,1,69.17386666666667
128,1,1,true,3,0,304.7241
128,1,1,true,4,0,296.9880333333333
128,1,1,true,4,1,67.95666666666666
128,1,1,true,5,1,67.40416666666667
128,1,1,true,5,0,301.86443333333335
128,1,1,true,6,0,300.3147666666667
128,1,1,true,6,1,67.51036666666667
128,1,1,true,7,1,67.8198
128,1,1,true,7,0,296.9697
128,1,4,false,0,0,1046.9939666666667
128,1,4,false,0,1,247.57673333333332
128,1,4,false,1,1,248.3656
128,1,4,false,1,0,1008.9644666666667
128,1,4,false,2,0,1007.1447666666667
128,1,4,false,2,1,240.67096666666666
128,1,4,false,3,1,241.70286666666667
128,1,4,false,3,0,987.3511666666667
128,1,4,false,4,0,1025.2864666666667
128,1,4,false,4,1,241.58336666666668
128,1,4,false,5,1,242.96443333333335
128,1,4,false,5,0,993.4026333333334
128,1,4,false,6,0,1006.7047333333334
128,1,4,false,6,1,242.57083333333333
128,1,4,false,7,1,240.12646666666666
128,1,4,false,7,0,999.1977666666667
128,1,4,true,0,0,1072.5362333333333
128,1,4,true,0,1,248.8343
128,1,4,true,1,1,248.0608
128,1,4,true,1,0,1482.9186
128,1,4,true,2,0,1840.3795333333333
128,1,4,true,2,1,257.0156666666667
128,1,4,true,3,1,255.63523333333333
128,1,4,true,3,0,1043.1133666666667
128,1,4,true,4,0,1043.1037333333334
128,1,4,true,4,1,249.0917
128,1,4,true,5,1,247.99203333333332
128,1,4,true,5,0,1044.4450666666667
128,1,4,true,6,0,1031.8660666666667
128,1,4,true,6,1,251.9033
128,1,4,true,7,1,253.4576
128,1,4,true,7,0,1040.7928666666667
128,2,1,false,0,0,333.7128666666667
128,2,1,false,0,1,74.47453333333333
128,2,1,false,1,1,74.54263333333333
128,2,1,false,1,0,328.7731
128,2,1,false,2,0,335.8584333333333
128,2,1,false,2,1,73.94703333333334
128,2,1,false,3,1,75.38323333333334
128,2,1,false,3,0,334.687
128,2,1,false,4,0,333.04886666666664
128,2,1,false,4,1,74.0589
128,2,1,false,5,1,74.47086666666667
128,2,1,false,5,0,338.26506666666666
128,2,1,false,6,0,328.66156666666666
128,2,1,false,6,1,74.3617
